date,Salinity,Air Temperature,Sea Surface Temperature,Rain Rate
6/17/15 2:00,32.9305,11.665,9.671,0
6/17/15 3:00,32.8345,11.536,9.758,0.0767981
6/17/15 4:00,32.8146,11.354,9.65,0
6/17/15 5:00,32.8539,11.316,9.486,0
6/17/15 6:00,32.887,11.202,9.376,0.0287988
6/17/15 7:00,32.899,11.073,9.317,0
6/17/15 8:00,32.9184,10.952,9.203,0.0191968
6/17/15 9:00,32.9486,10.793,9.149,0
6/17/15 10:00,32.9128,10.603,9.2,0.0287988
6/17/15 11:00,32.7792,10.505,9.58,0.0192004
6/17/15 12:00,32.7666,10.262,9.559,0
6/17/15 13:00,32.7596,10.277,9.307,0.0384009
6/17/15 14:00,32.7891,10.543,9.276,0
6/17/15 15:00,32.8766,10.816,9.209,0
6/17/15 16:00,32.8736,9.921,9.543,0.0671997
6/17/15 17:00,32.8278,10.361,9.743,0
6/17/15 18:00,32.8166,11.02,10.008,0
6/17/15 19:00,32.8356,11.187,10.092,0
6/17/15 20:00,32.8559,11.286,9.977,0
6/17/15 21:00,32.9196,11.445,9.742,0.0576013
6/17/15 22:00,32.8908,11.612,10.019,0
6/17/15 23:00,32.9158,11.71,9.735,0.0480029
6/18/15 0:00,32.823,11.794,10.165,0
6/18/15 1:00,32.8415,11.763,10.139,0.0479993
6/18/15 2:00,32.8498,11.634,10.015,0
6/18/15 3:00,32.8692,11.612,9.748,0
6/18/15 4:00,32.8961,11.46,9.618,0.0959985
6/18/15 5:00,32.9076,11.331,9.526,0
6/18/15 6:00,32.9319,10.975,9.456,0
6/18/15 7:00,32.9617,11.134,9.427,0.0288025
6/18/15 8:00,33.0015,11.104,9.367,0
6/18/15 9:00,33.0735,11.233,9.599,0
6/18/15 10:00,33.0065,11.271,9.645,0.0192004
6/18/15 11:00,32.9722,11.172,9.525,0.00960205
6/18/15 12:00,32.9624,10.975,9.443,0
6/18/15 13:00,32.9731,10.649,9.438,0.0287988
6/18/15 14:00,32.9834,10.755,9.4,0.0288025
6/18/15 15:00,32.555,11.627,9.829,0
6/18/15 16:00,32.6062,11.574,9.778,0
6/18/15 17:00,32.5771,12.537,9.755,0.00959839
6/18/15 18:00,32.5749,12.537,9.906,0
6/18/15 19:00,32.6871,12.271,10.705,0.0192004
6/18/15 20:00,32.5051,12.567,10.7,0
6/18/15 21:00,32.6441,12.62,10.475,0.0576013
6/18/15 22:00,32.8519,12.924,11.738,0
6/18/15 23:00,32.7229,13.341,11.123,0
6/19/15 0:00,32.7771,13.363,11.318,0.0384009
6/19/15 1:00,32.9408,13.651,10.574,0.0383972
6/19/15 2:00,32.9637,13.5,10.645,0
6/19/15 3:00,32.8868,13.485,11.55,0
6/19/15 4:00,32.8688,12.977,11.688,0.0383972
6/19/15 5:00,32.9468,12.651,11.313,0
6/19/15 6:00,32.8724,11.695,11.424,0
6/19/15 7:00,32.762,11.589,11.81,0.0287988
6/19/15 8:00,32.7798,11.513,12.02,0.0287988
6/19/15 9:00,32.8219,11.217,11.622,0
6/19/15 10:00,32.8805,10.869,11.213,0.0192004
6/19/15 11:00,32.9254,10.452,11.337,0.00960205
6/19/15 12:00,32.8589,10.163,11.224,0.0287988
6/19/15 13:00,32.8727,10.247,10.932,0
6/19/15 14:00,32.9384,9.936,10.902,0.0192004
6/19/15 15:00,32.9358,10.543,10.937,0
6/19/15 16:00,32.6547,11.035,10.885,0
6/19/15 17:00,32.4999,11.771,11.562,0
6/19/15 18:00,32.4606,12.165,11.628,0
6/19/15 19:00,32.4985,11.65,12.277,0
6/19/15 20:00,32.5166,12.567,12.412,0
6/19/15 21:00,32.6263,13.143,11.865,0
6/19/15 22:00,32.6392,13.257,11.869,0
6/19/15 23:00,32.6644,13.47,11.763,0
6/20/15 0:00,32.7124,13.477,11.557,0.0192004
6/20/15 1:00,32.7205,13.651,11.518,0
6/20/15 2:00,32.7342,13.477,11.508,0.00959839
6/20/15 3:00,32.7705,13.159,11.125,0.00960205
6/20/15 4:00,32.7981,12.772,10.758,0.00959839
6/20/15 5:00,32.739,12.598,11.218,0
6/20/15 6:00,32.7158,12.332,11.101,0
6/20/15 7:00,32.7423,12.143,10.828,0.0192004
6/20/15 8:00,32.782,11.862,10.499,0
6/20/15 9:00,32.8168,11.824,10.232,0.0959985
6/20/15 10:00,32.8665,11.551,9.971,0
6/20/15 11:00,32.9676,11.286,9.79,0.0384009
6/20/15 12:00,32.9965,11.028,9.416,0
6/20/15 13:00,33.0225,10.982,9.227,0.00959839
6/20/15 14:00,33.0944,10.952,9.28,0.0576013
6/20/15 15:00,33.0701,10.99,9.814,0
6/20/15 16:00,33.0987,11.316,10.079,0.00959839
6/20/15 17:00,33.0967,11.422,10.306,0
6/20/15 18:00,32.9636,11.612,10.469,0
6/20/15 19:00,32.9976,11.786,10.416,0
6/20/15 20:00,32.9581,11.923,10.312,0
6/20/15 21:00,32.8477,11.9,10.15,0
6/20/15 22:00,32.8252,12.135,10.051,0
6/20/15 23:00,32.8544,12.34,10.078,0
6/21/15 0:00,32.9209,12.332,10.124,0
6/21/15 1:00,32.8809,12.271,10.139,0
6/21/15 2:00,32.9016,12.173,10.084,0.105601
6/21/15 3:00,32.9478,12.082,9.903,0
6/21/15 4:00,32.9937,11.907,9.825,0
6/21/15 5:00,32.9962,11.824,9.8,0
6/21/15 6:00,32.9736,11.733,9.818,0.0384009
6/21/15 7:00,32.9462,11.634,9.713,0.0768018
6/21/15 8:00,32.9576,11.339,9.523,0
6/21/15 9:00,32.9891,11.18,9.225,0.0287988
6/21/15 10:00,33.1348,11.096,9.29,0
6/21/15 11:00,33.1676,11.005,9.229,0.0480029
6/21/15 12:00,33.1778,10.891,9.198,0.00959839
6/21/15 13:00,33.1921,10.793,9.295,0
6/21/15 14:00,33.2085,10.869,9.313,0
6/21/15 15:00,33.2087,10.785,9.425,0
6/21/15 16:00,33.183,10.816,9.506,0
6/21/15 17:00,33.1488,10.884,9.693,0.0288025
6/21/15 18:00,33.1139,11.559,9.633,0
6/21/15 19:00,32.7659,12.226,10.056,0
6/21/15 20:00,32.6993,12.438,10.399,0
6/21/15 21:00,32.7143,12.961,10.905,0
6/21/15 22:00,32.6959,12.779,11.353,0
6/21/15 23:00,32.584,12.939,10.531,0.0287988
6/22/15 0:00,32.8137,12.256,10.876,0.0288025
6/22/15 1:00,32.928,11.991,11.333,0
6/22/15 2:00,32.9562,12.044,11.308,0.0192004
6/22/15 3:00,32.8802,13.545,11.21,0.0384009
6/22/15 4:00,32.8597,13.379,10.11,0
6/22/15 5:00,32.9164,13.621,11.335,0
6/22/15 6:00,32.8484,12.59,11.93,0.0575977
6/22/15 7:00,32.8672,12.507,10.916,0
6/22/15 8:00,32.9054,11.756,10.072,0.0287988
6/22/15 9:00,32.8669,11.961,10.209,0.0288025
6/22/15 10:00,32.8651,11.384,10.448,0
6/22/15 11:00,32.9314,12.317,10.118,0.0671997
6/22/15 12:00,32.9869,12.643,10.036,0
6/22/15 13:00,32.9858,11.998,10.135,0
6/22/15 14:00,32.9802,11.847,9.706,0.0384009
6/22/15 15:00,33.1546,12.56,9.539,0
6/22/15 16:00,32.9918,12.385,10.074,0
6/22/15 17:00,33.0828,12.605,10.021,0
6/22/15 18:00,33.1982,12.977,9.954,0
6/22/15 19:00,33.1796,12.825,10.139,0
6/22/15 20:00,33.1654,13.174,10.149,0
6/22/15 21:00,33.1342,13.742,9.853,0
6/22/15 22:00,32.9273,13.735,10.468,0.0383972
6/22/15 23:00,32.8451,13.78,11.267,0
6/23/15 0:00,32.936,13.689,11.945,0.0192004
6/23/15 1:00,33.0344,13.204,11.158,0
6/23/15 2:00,33.0474,13.454,10.536,0
6/23/15 3:00,32.9478,13.166,11.587,0
6/23/15 4:00,32.8354,12.423,11.62,0.00960205
6/23/15 5:00,32.8236,12.218,11.576,0.00959839
6/23/15 6:00,32.824,12.143,11.537,0.0479993
6/23/15 7:00,32.8175,11.809,11.266,0
6/23/15 8:00,32.8123,11.991,11.284,0.00960205
6/23/15 9:00,32.824,12.127,11.463,0.0192004
6/23/15 10:00,32.8129,12.249,11.48,0.00959839
6/23/15 11:00,32.7898,11.437,11.432,0
6/23/15 12:00,32.824,11.18,11.399,0.0287988
6/23/15 13:00,32.6934,11.597,11.316,0.0287988
6/23/15 14:00,32.691,12.431,11.07,0
6/23/15 15:00,32.7385,10.778,11.04,0.00959839
6/23/15 16:00,32.7232,11.066,11.156,0
6/23/15 17:00,32.7001,11.968,11.919,0
6/23/15 18:00,32.7501,12.378,12.188,0
6/23/15 19:00,32.7725,12.635,12.437,0
6/23/15 20:00,32.8685,12.999,12.266,0
6/23/15 21:00,32.8425,13.439,12.6,0
6/23/15 22:00,32.7341,13.644,12.346,0
6/23/15 23:00,32.6944,13.621,11.667,0.0383972
6/24/15 0:00,32.7212,13.712,11.547,0
6/24/15 1:00,32.7664,13.75,11.083,0
6/24/15 2:00,32.7727,13.788,11.918,0
6/24/15 3:00,32.8167,13.507,12.066,0
6/24/15 4:00,32.8049,13.462,11.964,0
6/24/15 5:00,32.7408,12.916,11.695,0
6/24/15 6:00,32.761,13.06,12.191,0.0575977
6/24/15 7:00,32.7678,13.265,11.81,0
6/24/15 8:00,32.8065,12.999,11.635,0
6/24/15 9:00,32.8201,12.749,11.537,0.0576013
6/24/15 10:00,32.8457,12.582,11.615,0
6/24/15 11:00,32.8442,12.567,11.587,0.0192004
6/24/15 12:00,32.8599,12.863,11.577,0
6/24/15 13:00,32.8678,12.802,11.449,0
6/24/15 14:00,32.9741,11.945,11.71,0
6/24/15 15:00,32.9585,11.923,11.676,0.0479993
6/24/15 16:00,33.0087,12.325,12.073,0
6/24/15 17:00,32.9784,12.787,12.151,0
6/24/15 18:00,32.8933,13.94,12.38,0
6/24/15 19:00,32.9692,15.578,12.645,0.0575977
6/24/15 20:00,32.8897,15.024,12.499,0.0288025
6/24/15 21:00,33.1061,15.016,12.664,0
6/24/15 22:00,32.5552,14.994,13.365,0.0191968
6/24/15 23:00,32.5773,15.153,13.829,0.00960205
6/25/15 0:00,32.6275,14.941,13.496,0.00959839
6/25/15 1:00,32.557,14.956,13.677,0.0288025
6/25/15 2:00,32.7064,15.411,13.883,0
6/25/15 3:00,32.6641,15.365,14.022,0.00959839
6/25/15 4:00,32.6444,14.842,14.093,0
6/25/15 5:00,32.4359,14.834,13.438,0.0479993
6/25/15 6:00,32.7266,13.181,12.881,0.0192004
6/25/15 7:00,32.774,13.151,12.364,0
6/25/15 8:00,32.7768,13.576,12.129,0.00959839
6/25/15 9:00,32.6569,14.357,12.352,0.00960205
6/25/15 10:00,32.4604,14.395,12.71,0
6/25/15 11:00,32.6664,13.629,12.978,0.00960205
6/25/15 12:00,32.7232,12.961,12.874,0
6/25/15 13:00,32.5932,12.749,12.984,0.00959839
6/25/15 14:00,32.5082,12.651,13.017,0
6/25/15 15:00,32.3734,13.447,13.385,0.00959839
6/25/15 16:00,32.3271,14.046,13.542,0
6/25/15 17:00,32.3822,14.455,13.777,0
6/25/15 18:00,32.4232,14.91,13.792,0
6/25/15 19:00,32.5161,15.077,13.585,0
6/25/15 20:00,32.2775,15.274,14.099,0
6/25/15 21:00,32.2076,15.388,14.154,0
6/25/15 22:00,32.0912,15.608,14.802,0
6/25/15 23:00,31.8838,15.562,14.905,0
6/26/15 0:00,32.0184,15.403,15.029,0
6/26/15 1:00,32.1266,14.994,14.402,0.0863965
6/26/15 2:00,32.2297,14.637,13.653,0
6/26/15 3:00,32.425,14.251,12.675,0.0287988
6/26/15 4:00,32.5017,14.061,12.074,0.00960205
6/26/15 5:00,32.5707,13.614,11.831,0.00959839
6/26/15 6:00,32.6035,13.659,11.757,0
6/26/15 7:00,32.6775,13.659,11.376,0
6/26/15 8:00,32.7263,13.394,10.976,0.00959839
6/26/15 9:00,32.7397,13.545,11.052,0.0384009
6/26/15 10:00,32.7446,13.553,11.307,0
6/26/15 11:00,32.679,13.47,11.795,0.0192004
6/26/15 12:00,32.654,13.121,11.767,0.0192004
6/26/15 13:00,32.6865,12.924,11.5,0
6/26/15 14:00,32.7344,12.681,11.262,0.0384009
6/26/15 15:00,32.7716,12.415,10.923,0
6/26/15 16:00,32.8094,12.378,10.691,0.0576013
6/26/15 17:00,32.8351,12.271,10.292,0
6/26/15 18:00,32.8528,12.393,10.112,0.0192004
6/26/15 19:00,32.8875,12.34,10.232,0
6/26/15 20:00,32.8941,12.461,10.09,0
6/26/15 21:00,32.8818,12.613,10.157,0.00960205
6/26/15 22:00,32.8563,12.643,10.174,0
6/26/15 23:00,32.8386,12.598,10.179,0
6/27/15 0:00,32.8268,12.567,10.211,0.00960205
6/27/15 1:00,32.8123,12.431,10.198,0.0192004
6/27/15 2:00,32.8158,12.256,10.183,0
6/27/15 3:00,32.8485,11.877,10.08,0
6/27/15 4:00,32.8989,11.642,9.835,0.00959839
6/27/15 5:00,32.9242,10.861,9.67,0.00960205
6/27/15 6:00,32.9411,11.073,9.579,0.00959839
6/27/15 7:00,32.9431,11.346,9.465,0
6/27/15 8:00,32.9749,11.187,9.435,0.0192004
6/27/15 9:00,32.9879,11.49,9.47,0
6/27/15 10:00,32.9856,11.293,9.353,0.00959839
6/27/15 11:00,33.0242,10.8,9.367,0.0384009
6/27/15 12:00,32.9578,11.422,9.697,0
6/27/15 13:00,32.9035,11.111,9.888,0
6/27/15 14:00,32.8539,11.035,9.948,0.0384009
6/27/15 15:00,32.8427,10.762,9.91,0
6/27/15 16:00,32.8553,10.99,9.78,0
6/27/15 17:00,32.9083,11.058,9.665,0
6/27/15 18:00,32.9477,10.823,9.737,0.0191968
6/27/15 19:00,32.9518,10.876,9.844,0
6/27/15 20:00,32.9606,11.452,9.997,0
6/27/15 21:00,32.9734,12.052,10.477,0
6/27/15 22:00,32.9761,12.688,10.869,0
6/27/15 23:00,32.9695,12.567,11.702,0
6/28/15 0:00,33.0271,11.331,10.872,0.00960205
6/28/15 1:00,32.935,10.982,11.27,0.0287988
6/28/15 2:00,32.9327,10.626,10.655,0.0192004
6/28/15 3:00,32.9104,10.543,10.15,0.105601
6/28/15 4:00,32.9141,10.444,10.166,0
6/28/15 5:00,32.9831,10.398,10.158,0.0384009
6/28/15 6:00,33.0167,10.391,10.283,0.0287988
6/28/15 7:00,33.063,10.338,10.271,0
6/28/15 8:00,33.0818,10.482,10.247,0
6/28/15 9:00,33.0676,10.414,10.153,0.0287988
6/28/15 10:00,33.0619,10.414,10.076,0
6/28/15 11:00,33.0561,10.52,10.089,0.0384009
6/28/15 12:00,33.0545,10.709,10.093,0.0192004
6/28/15 13:00,33.0453,10.876,10.307,0
6/28/15 14:00,32.8779,10.755,10.405,0
6/28/15 15:00,32.8919,10.831,10.495,0.00959839
6/28/15 16:00,32.9075,10.808,10.491,0.0192004
6/28/15 17:00,32.9036,10.58,10.482,0
6/28/15 18:00,32.9169,10.846,10.535,0.00959839
6/28/15 19:00,32.9058,10.725,10.534,0
6/28/15 20:00,32.8934,11.089,10.51,0
6/28/15 21:00,32.9074,10.717,10.56,0
6/28/15 22:00,32.9096,11.081,10.542,0.0288025
6/28/15 23:00,32.9221,10.982,10.527,0
6/29/15 0:00,32.9085,11.058,10.582,0.0384009
6/29/15 1:00,32.7201,11.392,10.608,0
6/29/15 2:00,32.721,11.346,11.083,0.0384009
6/29/15 3:00,32.7468,10.8,11.003,0
6/29/15 4:00,32.7611,10.808,10.867,0.00959839
6/29/15 5:00,32.7718,10.687,10.764,0
6/29/15 6:00,32.7772,10.967,10.788,0.00959839
6/29/15 7:00,32.7949,11.126,10.696,0.00960205
6/29/15 8:00,32.7983,11.066,10.66,0
6/29/15 9:00,32.753,11.043,10.976,0.00959839
6/29/15 10:00,32.7634,10.899,11.042,0.0192004
6/29/15 11:00,32.7949,10.967,10.999,0
6/29/15 12:00,32.7796,10.96,10.863,0.00959839
6/29/15 13:00,32.5857,10.884,11.37,0
6/29/15 14:00,32.5868,10.998,11.381,0
6/29/15 15:00,32.5904,11.051,11.368,0.0192004
6/29/15 16:00,32.627,11.157,11.301,0
6/29/15 17:00,32.7031,11.21,11.254,0
6/29/15 18:00,32.6653,11.369,11.16,0
6/29/15 19:00,32.6774,11.384,11.142,0.0192004
6/29/15 20:00,32.626,11.771,11.241,0.00959839
6/29/15 21:00,32.6301,12.15,11.433,0
6/29/15 22:00,32.7598,13.09,11.937,0
6/29/15 23:00,32.6966,14.986,11.807,0
6/30/15 0:00,32.6243,14.379,12.32,0
6/30/15 1:00,32.4544,14.243,13.093,0
6/30/15 2:00,32.2725,14.061,14.016,0.0192004
6/30/15 3:00,32.2062,14.228,13.778,0.0287988
6/30/15 4:00,32.1684,14.19,14.103,0
6/30/15 5:00,32.1247,14.16,14.467,0.0287988
6/30/15 6:00,32.1966,13.985,13.99,0
6/30/15 7:00,32.3233,13.735,13.176,0
6/30/15 8:00,32.4849,13.879,12.696,0
6/30/15 9:00,32.5698,13.947,12.429,0
6/30/15 10:00,32.651,14,12.264,0.0384009
6/30/15 11:00,32.6757,13.75,12.142,0
6/30/15 12:00,32.695,13.94,11.98,0
6/30/15 13:00,31.9376,14.091,14.245,0
6/30/15 14:00,32.0639,13.682,14.064,0.00959839
6/30/15 15:00,32.0931,13.833,13.777,0
6/30/15 16:00,31.9954,13.993,13.915,0
6/30/15 17:00,32.0929,14.16,13.838,0
6/30/15 18:00,32.3082,14,13.239,0
6/30/15 19:00,32.4392,13.879,12.738,0
6/30/15 20:00,32.5064,14.091,12.426,0.0192004
6/30/15 21:00,32.6314,13.849,11.795,0.0671997
6/30/15 22:00,32.7693,13.674,11.205,0
6/30/15 23:00,32.8253,13.773,10.934,0.0384009
7/1/15 0:00,32.844,13.924,10.779,0
7/1/15 1:00,32.8452,13.72,10.873,0.0192004
7/1/15 2:00,32.7787,13.803,11.231,0
7/1/15 3:00,32.6049,13.826,11.937,0
7/1/15 4:00,32.5533,13.796,11.955,0.00959839
7/1/15 5:00,32.5025,13.621,12.052,0
7/1/15 6:00,32.5144,13.348,11.984,0.00960205
7/1/15 7:00,32.6636,13.189,11.558,0.0671997
7/1/15 8:00,32.7666,12.848,11.228,0
7/1/15 9:00,32.821,12.863,10.972,0.00959839
7/1/15 10:00,32.8845,12.643,10.684,0.0287988
7/1/15 11:00,32.948,12.613,10.423,0
7/1/15 12:00,32.9658,12.484,10.389,0
7/1/15 13:00,32.942,12.082,10.433,0.0192004
7/1/15 14:00,32.7187,12.544,10.751,0
7/1/15 15:00,32.6801,12.514,10.764,0.0287988
7/1/15 16:00,32.6021,12.863,11.031,0
7/1/15 17:00,32.6053,12.946,11.171,0.0192004
7/1/15 18:00,32.6141,12.575,11.3,0
7/1/15 19:00,32.6387,12.688,11.25,0.0192004
7/1/15 20:00,32.764,13.03,11.314,0
7/1/15 21:00,32.7086,13.318,11.496,0
7/1/15 22:00,32.671,13.318,11.678,0
7/1/15 23:00,32.6809,13.576,11.732,0
7/2/15 0:00,32.7755,13.742,11.659,0.0575977
7/2/15 1:00,32.8255,13.803,11.479,0
7/2/15 2:00,32.6946,13.811,11.472,0.00959839
7/2/15 3:00,32.6536,13.735,11.012,0.00960205
7/2/15 4:00,32.6835,13.697,11.084,0.00959839
7/2/15 5:00,32.7153,13.545,11.526,0.0384009
7/2/15 6:00,32.7187,13.136,11.06,0
7/2/15 7:00,32.6585,13.151,11.331,0
7/2/15 8:00,32.6619,13.234,11.346,0
7/2/15 9:00,32.7095,12.81,11.037,0.0192004
7/2/15 10:00,32.8305,11.627,11.07,0.0192004
7/2/15 11:00,32.8404,12.833,11.07,0.0288025
7/2/15 12:00,32.8343,13.447,11.017,0
7/2/15 13:00,32.8063,13.5,11.035,0.0192004
7/2/15 14:00,32.7488,13.234,11.227,0
7/2/15 15:00,32.7248,12.878,11.398,0
7/2/15 16:00,32.6384,13.037,11.829,0
7/2/15 17:00,32.6007,12.438,11.841,0.0287988
7/2/15 18:00,32.6039,13.272,12.2,0
7/2/15 19:00,32.6651,13.682,12.013,0
7/2/15 20:00,32.7328,13.894,11.82,0.0768018
7/2/15 21:00,32.8031,13.978,11.651,0
7/2/15 22:00,32.8183,13.962,11.614,0
7/2/15 23:00,32.8203,14.053,11.679,0.00959839
7/3/15 0:00,32.8415,14.402,11.429,0
7/3/15 1:00,32.8115,14.501,11.647,0
7/3/15 2:00,32.7792,14.486,11.796,0
7/3/15 3:00,32.7139,14.342,11.901,0.0864001
7/3/15 4:00,32.6459,13.576,11.962,0
7/3/15 5:00,32.578,13.955,11.857,0
7/3/15 6:00,32.5745,13.773,11.667,0.00959839
7/3/15 7:00,32.6593,13.507,11.897,0.0384009
7/3/15 8:00,32.7183,13.811,11.778,0
7/3/15 9:00,32.8117,13.515,11.278,0.0287988
7/3/15 10:00,32.8329,13.143,11.263,0
7/3/15 11:00,32.8779,12.961,11.048,0.00960205
7/3/15 12:00,32.9584,12.651,10.882,0
7/3/15 13:00,32.9752,12.522,10.755,0.00960205
7/3/15 14:00,32.9807,12.408,10.792,0
7/3/15 15:00,32.8396,12.628,10.684,0.00959839
7/3/15 16:00,32.7763,12.742,10.87,0
7/3/15 17:00,32.7665,12.378,11.237,0
7/3/15 18:00,32.7335,12.605,11.775,0
7/3/15 19:00,32.6142,12.567,12.165,0
7/3/15 20:00,32.6466,12.878,12.388,0
7/3/15 21:00,32.7014,13.629,12.545,0
7/3/15 22:00,32.7188,14.167,12.204,0
7/3/15 23:00,32.7728,14.47,12.095,0
7/4/15 0:00,32.7936,14.524,12.145,0.00959839
7/4/15 1:00,32.7692,14.463,12.208,0
7/4/15 2:00,32.8228,14.357,12.025,0.00959839
7/4/15 3:00,32.7499,14.152,12.174,0
7/4/15 4:00,32.8039,13.742,11.542,0.0287988
7/4/15 5:00,32.8666,13.614,11.435,0
7/4/15 6:00,32.9359,13.606,11.41,0.0288025
7/4/15 7:00,32.8803,13.485,11.543,0.0191968
7/4/15 8:00,32.8378,13.204,11.496,0
7/4/15 9:00,32.8008,12.795,11.371,0.0384009
7/4/15 10:00,32.8425,12.673,11.355,0
7/4/15 11:00,32.8711,12.522,11.25,0.0192004
7/4/15 12:00,32.8958,12.226,11.261,0
7/4/15 13:00,32.9563,11.559,11.32,0.0287988
7/4/15 14:00,32.9852,10.611,11.182,0.0288025
7/4/15 15:00,32.9963,11.035,11.152,0
7/4/15 16:00,32.6505,11.536,11.37,0
7/4/15 17:00,32.756,11.703,11.862,0
7/4/15 18:00,32.7041,12.582,11.835,0
7/4/15 19:00,33.0322,12.673,11.728,0
7/4/15 20:00,33.0986,13.379,11.989,0.0383972
7/4/15 21:00,32.54,13.887,12.837,0
7/4/15 22:00,32.8603,15.456,13.173,0
7/4/15 23:00,32.846,15.509,13.544,0.0767981
7/5/15 0:00,32.8773,15.153,13.577,0.0768018
7/5/15 1:00,32.7327,15.191,13.298,0
7/5/15 2:00,32.7948,15.335,13.325,0
7/5/15 3:00,32.8408,15.107,13.043,0
7/5/15 4:00,32.9298,14.607,12.558,0.0384009
7/5/15 5:00,33.0088,14.235,12.639,0
7/5/15 6:00,32.8409,13.856,13.858,0.0383972
7/5/15 7:00,32.7717,14.258,13.775,0.0288025
7/5/15 8:00,32.7584,14.592,13.596,0
7/5/15 9:00,32.7734,14.531,13.461,0
7/5/15 10:00,32.7339,14.819,13.337,0.0479993
7/5/15 11:00,32.649,14.759,13.7,0
7/5/15 12:00,32.6379,13.97,13.368,0
7/5/15 13:00,32.8662,14.455,13.375,0.00960205
7/5/15 14:00,32.7181,13.31,13.055,0
7/5/15 15:00,32.6974,13.212,12.815,0.00959839
7/5/15 16:00,32.7837,12.961,12.433,0
7/5/15 17:00,32.6622,12.696,12.369,0.0287988
7/5/15 18:00,32.6795,12.529,12.337,0
7/5/15 19:00,32.6172,12.817,12.742,0.00959839
7/5/15 20:00,32.5303,13.197,12.934,0
7/5/15 21:00,32.5507,12.969,12.808,0
7/5/15 22:00,32.587,12.84,12.777,0
7/5/15 23:00,32.604,12.795,12.71,0.0575977
7/6/15 0:00,32.6225,12.598,12.649,0
7/6/15 1:00,32.6612,12.446,12.445,0.0192004
7/6/15 2:00,32.7147,12.613,12.168,0.00960205
7/6/15 3:00,32.7507,12.089,12.096,0.00959839
7/6/15 4:00,32.7422,11.862,12.054,0.00959839
7/6/15 5:00,32.4724,11.854,12.727,0
7/6/15 6:00,32.45,11.945,12.763,0
7/6/15 7:00,32.4508,11.93,13.139,0.0384009
7/6/15 8:00,32.4656,12.014,12.811,0
7/6/15 9:00,32.4812,11.877,12.623,0.00960205
7/6/15 10:00,32.5388,11.877,12.435,0
7/6/15 11:00,32.5544,11.672,12.259,0
7/6/15 12:00,32.5993,11.885,12.055,0.0576013
7/6/15 13:00,32.6417,11.968,12.043,0
7/6/15 14:00,32.7102,12.067,11.935,0
7/6/15 15:00,32.7931,12.234,11.996,0
7/6/15 16:00,32.8317,12.393,12.028,0
7/6/15 17:00,32.776,12.234,12.153,0.00960205
7/6/15 18:00,32.7483,12.476,11.96,0
7/6/15 19:00,32.6551,12.711,11.915,0
7/6/15 20:00,32.704,12.787,12.222,0.0287988
7/6/15 21:00,32.6741,12.977,12.639,0
7/6/15 22:00,32.5875,13.083,13.051,0
7/6/15 23:00,32.7839,12.939,12.642,0.00959839
7/7/15 0:00,32.835,12.795,12.59,0.0192004
7/7/15 1:00,32.9281,12.787,12.336,0
7/7/15 2:00,33.1813,12.567,12.029,0.0192004
7/7/15 3:00,33.311,12.453,11.602,0
7/7/15 4:00,32.8278,12.81,12.63,0.0192004
7/7/15 5:00,32.6896,13.121,12.812,0
7/7/15 6:00,32.9225,12.931,12.233,0
7/7/15 7:00,33.1911,12.961,11.596,0.00959839
7/7/15 8:00,33.1913,12.984,11.374,0.00960205
7/7/15 9:00,33.324,12.719,10.899,0
7/7/15 10:00,33.4548,12.734,10.771,0
7/7/15 11:00,32.8238,12.757,12.432,0.0288025
7/7/15 12:00,32.8244,12.901,12.753,0
7/7/15 13:00,32.9196,12.924,12.361,0
7/7/15 14:00,32.794,13.28,12.753,0
7/7/15 15:00,33.1152,13.106,12.026,0.0192004
7/7/15 16:00,32.9224,13.561,12.454,0
7/7/15 17:00,32.7415,13.985,13.46,0
7/7/15 18:00,32.5518,14.402,14.172,0
7/7/15 19:00,32.5836,15.244,14.118,0.0192004
7/7/15 20:00,32.6405,14.865,15.116,0
7/7/15 21:00,32.7523,15.282,15.417,0.0576013
7/7/15 22:00,32.37,15.547,15.411,0
7/7/15 23:00,32.3556,15.737,15.563,0.0287988
7/8/15 0:00,32.4194,15.593,15.082,0
7/8/15 1:00,32.5878,15.623,14.871,0
7/8/15 2:00,32.6546,15.888,14.736,0.0287988
7/8/15 3:00,32.7622,15.699,13.936,0
7/8/15 4:00,32.7954,15.282,13.845,0
7/8/15 5:00,32.8072,15.115,13.893,0.0192004
7/8/15 6:00,32.7738,15.82,13.905,0
7/8/15 7:00,32.7313,15.487,14.084,0.00959839
7/8/15 8:00,32.6689,15.464,14.125,0.0192004
7/8/15 9:00,32.6792,15.426,14.127,0
7/8/15 10:00,32.595,15.593,14.233,0
7/8/15 11:00,32.5208,15.532,14.58,0.0287988
7/8/15 12:00,32.4955,15.6,14.682,0
7/8/15 13:00,32.4831,15.691,14.762,0.0287988
7/8/15 14:00,32.4212,15.6,14.883,0
7/8/15 15:00,32.5234,15.426,14.553,0
7/8/15 16:00,32.6483,15.259,14.259,0
7/8/15 17:00,32.7469,14.933,14.134,0.00959839
7/8/15 18:00,32.8184,14.925,14.129,0.0192004
7/8/15 19:00,32.6603,14.963,14.235,0
7/8/15 20:00,32.7751,15.289,14.419,0
7/8/15 21:00,32.7085,15.714,14.62,0.0384009
7/8/15 22:00,32.6185,15.851,14.804,0
7/8/15 23:00,32.5366,15.858,15.349,0.0480029
