time,Chlorophyll,Water Temp,Salinity,Nitrate,Full Irradiance,Peak Irradiance,sunlight
2015-12-14,0.9069435476302206,6.384992689877707,34.172388811406364,15.511784377018463,22.933013892245803,23.942174315396283,47.293905075080126
2015-12-15,1.4707044452054794,6.444495993346426,34.18098284860056,16.19207150638955,22.30552275320065,44.35602135421692,58.917084569378964
2015-12-16,2.0527552586502225,6.589847795818576,34.189893620645854,16.499975559458168,9.488957646893105,17.476578905626155,58.95076672357914
2015-12-17,2.2485215944113417,6.6260820881533204,34.183408505442884,16.676133543607097,9.8941633936795,19.075320385184675,58.97726375909777
2015-12-18,2.398202260738508,6.660624074339061,34.17884005166429,16.654501009516267,18.71910797406284,36.92268050123546,59.00182939093657
2015-12-19,2.5850809377138946,6.769852329043028,34.18425791128979,16.337663418574454,14.331476843620937,27.61098193137744,59.02031151483828
2015-12-20,3.0488253202712885,6.837890528499831,34.182680587223985,16.09921755741438,9.231366816717346,17.51600888832445,59.03160722455857
2015-12-21,2.6857715273972604,6.830791243949097,34.17856805363163,16.072566765592736,13.32446297497251,25.65000311497019,59.035709038133895
2015-12-22,2.7813543668720055,6.692178263130643,34.181293409651325,16.68825269551833,8.693531373581628,16.611240791778876,59.03261269950101
2015-12-23,2.182504542962861,6.385507607559244,34.177759918775905,16.3605047150835,15.605972883915273,30.580577136671174,59.022317189741095
2015-12-24,1.9924349233506706,6.238792599825347,34.167737815763445,16.662249775819056,18.612578142081112,36.76008406926206,59.00482473076189
2015-12-25,2.361602907971262,6.336107722299607,34.17445692788381,16.323811704745655,11.292226788290135,21.597401278351384,58.980140781408025
2015-12-26,2.8474084914058757,6.47729574786189,34.184747328585246,15.82653740687197,6.458524050074733,12.57309556040912,58.94827402604834
2015-12-27,2.7063799342105264,6.540013932721508,34.18343763144506,15.733423370282715,8.761245032856822,17.02237495287741,58.90923635574502
2015-12-28,2.4662450144092216,6.535229618200727,34.17869441445826,15.794540635894151,8.737306393999704,17.473853953516592,58.863042842167
2015-12-29,2.6411299027663655,6.882657403870567,34.18074917470292,15.208709036379052,15.113205520976148,29.78081782246271,58.809711704462885
2015-12-30,2.874546566037736,6.780828931684736,34.17418718625396,15.317335479236077,12.799377371451884,24.406086293265087,58.74926426936018
2015-12-31,2.9944215382506174,6.699427116626137,34.15645199018579,15.390910231751075,16.014483560709262,31.293888142861544,58.68172492480546
2016-01-01,3.609510843373494,7.028877159989105,34.17301870842603,14.730239925868505,3.613334529335629,6.104968462608111,58.60745081687402
2016-01-02,3.124053360739979,6.968707024905758,34.1703586352475,14.688696786038035,13.587942211970205,26.30778638445432,58.526455713733064
2016-01-03,3.036332771843331,7.102327915013393,34.17693391976097,14.483749708458493,13.41155131212198,26.39011174295068,58.4385172623877
2016-01-04,2.66005135116645,7.0799910572644755,34.171000416070235,14.554560474379189,8.185726849947182,15.68951679699808,58.343886859621016
2016-01-05,2.3382881753522087,7.096289925452087,34.170602375155966,14.503677974039597,12.101175916051229,23.680672818859144,58.24250115531066
2016-01-06,2.1869390891062026,7.130771985670961,34.17271149205725,14.42434207698459,13.247937428619805,26.046352638709358,58.134331807859084
2016-01-07,1.995101424267324,7.17236111484873,34.17118134383778,14.434839099200142,14.603015076552166,28.76498523227017,58.019625981851284
2016-01-08,1.6831989401709402,7.2419445615591105,34.17092669412045,13.798156967426012,8.399668978760879,16.347916639467734,57.89808448034796
2016-01-09,1.4753874803203506,7.271540991845425,34.17259610439404,13.463379183882742,11.192926789260891,21.67857556275281,57.76975430002427
2016-01-10,1.1916024522403612,7.338630291446994,34.174460943249976,13.837436141045423,9.39844127857522,18.374336153892123,57.63468491943496
2016-01-11,1.0159315915464058,7.389586258617784,34.168444041648435,13.863277919116546,19.324200501030777,39.21359721743782,57.492928214353825
2016-01-12,0.7239296420505098,7.231028680359905,34.16855635558142,13.31491946484962,10.499609802909532,19.00794760333232,57.34453837167592
2016-01-13,0.5408848318838595,7.206611894222468,34.16901362276048,13.212400713913707,16.214582475392394,32.128000857409674,57.189571802391974
2016-01-14,0.48219943923955405,7.426732043138986,34.163802965206145,13.427194316249244,16.355454792353594,32.80359671474024,57.02808705413086
2016-01-15,0.4400774637284423,7.63468278710838,34.165784910088355,13.596628159538628,26.300351616090207,52.81646001405312,56.86014472374787
2016-01-16,0.43096530626196333,7.6497764317198165,34.16735654952069,13.70365553731534,28.85592213432631,57.654059189696426,56.68580737041572
2016-01-17,0.38096659139122696,7.752397742248999,34.166027488754345,13.901931226961043,24.80248446830772,49.06219494181223,56.505139429650114
2016-01-18,0.4576361223233221,7.980361219658419,34.163443960387895,14.036682807092918,17.872312054837156,35.273249034104275,56.31820712867603
2016-01-19,0.4145207094918504,8.452739270766685,34.16344421439138,14.077182730459336,21.059710410249988,43.708101138236906,56.12507840351133
2016-01-20,0.44634728205128216,8.16052038617976,34.16369466438527,14.411015556093059,11.734678892486109,24.071871834503476,55.925822818113836
2016-01-21,0.44778691934049386,8.224593675435607,34.16239437769366,14.324374274987784,25.855803875497593,53.147359805315325,55.720511485906954
2016-01-22,0.4850046064339494,8.309280411393873,34.158947272838915,14.27916692229038,9.25447073456384,16.33804951804342,55.50921699396571
2016-01-23,0.5105113104203751,7.980499874126851,34.151501670666875,14.383321390348211,11.976669243792257,23.24126144972928,55.292013330112574
2016-01-24,0.6101449209932278,7.548434415205553,34.153940583079375,14.70111677603262,12.483212760188064,25.28934720358472,55.068975813139666
2016-01-25,0.6035635648306534,7.565183907310343,34.15676319217114,14.688755280487523,14.867742928280338,30.333243809552737,54.84142121024385
