time,Dissolved Oxygen,Seawater Temperature,Northward Winds,Salinity
2017-05-25 00:00:00,1.2887070755729084,8.264364903802203,-6.7598333,33.78665966035314
2017-05-25 01:00:00,1.322993234914093,8.246202250910855,-6.364333,33.79183205357236
2017-05-25 02:00:00,1.3451214173197266,8.238258382209708,-6.1941667,33.79375792725953
2017-05-25 03:00:00,1.3219681535860057,8.260390757274578,-5.834,33.78996486920748
2017-05-25 04:00:00,1.3262482114070275,8.286341872997227,-5.266667,33.7844644491126
2017-05-25 05:00:00,1.2942528190097469,8.31077790374647,-5.072833,33.7789821696246
2017-05-25 06:00:00,1.2167921232365948,8.323504007360285,-5.4513345,33.775831863447436
2017-05-25 07:00:00,1.20471080636261,8.281775172635164,-5.2383327,33.78424763873526
2017-05-25 08:00:00,1.1287943289452587,8.279875347151446,-5.2065005,33.78415767718268
2017-05-25 09:00:00,1.0625296231778907,8.30429225513599,-4.4941664,33.77965730689835
2017-05-25 10:00:00,1.0545640017584996,8.238630569633571,-3.8998334,33.793414389482535
2017-05-25 11:00:00,1.0698459986918194,8.184196876386423,-4.6470003,33.80259794712358
2017-05-25 12:00:00,1.0936414754141224,8.101675133774052,-5.742,33.8189855920633
2017-05-25 13:00:00,1.120636605217475,8.112606015243799,-5.525999,33.816091667515515
2017-05-25 14:00:00,1.1556685312657164,8.148952117403965,-4.861,33.80943231274847
2017-05-25 15:00:00,1.1975607681292417,8.206285184801771,-4.6235,33.79812309664992
2017-05-25 16:00:00,1.177027597502194,8.154392181047584,-4.816666,33.8077727945778
2017-05-25 17:00:00,1.1282164840158753,7.771496994884501,-5.3510003,33.87466979281218
2017-05-25 18:00:00,1.1223836461659928,7.861028586504176,-5.6523333,33.85945952670511
2017-05-25 19:00:00,1.1842205490337967,8.011960333212784,-5.855167,33.83502477852285
2017-05-25 20:00:00,1.2128434220743842,8.068104633798924,-5.7621675,33.82656819178748
2017-05-25 21:00:00,1.113802212897879,8.067891989249233,-6.143667,33.828688466082326
2017-05-25 22:00:00,1.0128216401921089,7.962886069022574,-6.981834,33.846778284228556
2017-05-25 23:00:00,1.077114199324951,8.052567556165442,-7.590667,33.82684184905882
2017-05-26 00:00:00,1.1766461821493472,8.113472519564027,-7.6085005,33.81765764743676
2017-05-26 01:00:00,1.1201656974136758,8.224190269875052,-7.2261667,33.79830948309345
2017-05-26 02:00:00,1.1483495493412397,8.20842990018808,-7.2393336,33.80143690993721
2017-05-26 03:00:00,1.110906274362081,8.120410658991062,-6.885167,33.816309562858926
2017-05-26 04:00:00,1.125334219600009,8.042748807169403,-6.372167,33.82959799225274
2017-05-26 05:00:00,1.1108497399548738,8.106294015903913,-5.8895006,33.8176369713155
2017-05-26 06:00:00,1.0873556253712098,8.16084621651494,-5.9635,33.80885243925813
2017-05-26 07:00:00,1.0753327885934505,8.185097733140196,-4.4838333,33.80494298434074
2017-05-26 08:00:00,1.1551336754481252,8.22717538428634,-4.914833,33.7973354009385
2017-05-26 09:00:00,1.1431991993253692,8.269422341531865,-5.8900003,33.789979122851996
2017-05-26 10:00:00,1.129914802789853,8.308787834466571,-4.7150006,33.782543651771554
2017-05-26 11:00:00,1.1941568024089602,8.332897151402335,-4.7365003,33.77795060791274
2017-05-26 12:00:00,1.225740445983211,8.364005388403669,-5.5766673,33.77130906397494
2017-05-26 13:00:00,1.1428581018744068,8.369891691281609,-5.0993342,33.76982758498545
2017-05-26 14:00:00,1.1479187412704497,8.3423760787269,-4.141,33.77565203113747
2017-05-26 15:00:00,1.1931583044397875,8.360539498215076,-4.945,33.77132235384666
2017-05-26 16:00:00,1.1034463654522533,8.34996065681473,-4.324,33.77360795480956
2017-05-26 17:00:00,1.1216028927342574,8.365904436994143,-3.6948335,33.770514405119975
2017-05-26 18:00:00,1.1237024870110766,8.366061604081466,-5.0295,33.76969866926724
2017-05-26 19:00:00,1.1847655580214647,8.34845509525043,-5.755167,33.77622142378681
2017-05-26 20:00:00,1.1690225269089973,8.369515766023696,-6.268,33.77103539349268
2017-05-26 21:00:00,1.1749296142429675,8.391392417545461,-6.804833,33.76503556777262
2017-05-26 22:00:00,1.2389501488558814,8.428249909856703,-6.710666,33.755087182851746
2017-05-26 23:00:00,1.196550012560449,8.451942083681601,-7.3885007,33.74975843887753
2017-05-27 00:00:00,1.1561509529992027,8.447472846573717,-7.561166,33.753050013025984
2017-05-27 01:00:00,1.0459212753044913,8.424286920909594,-7.184167,33.7600047840955
2017-05-27 02:00:00,1.186469109382669,8.399827870604284,-7.0765,33.76608793024582
2017-05-27 03:00:00,1.247965323553557,8.38636364435095,-6.8873334,33.76919129368791
2017-05-27 04:00:00,1.204229737518906,8.38452602228682,-6.619667,33.76852018679405
2017-05-27 05:00:00,1.1795312784954395,8.383646523639541,-6.446,33.76799959759546
2017-05-27 06:00:00,1.1431451525840135,8.371384105736212,-5.104334,33.770915569223234
2017-05-27 07:00:00,1.0979856348655879,8.317297393528634,-1.0928333,33.78108731828717
2017-05-27 08:00:00,1.090030338913539,8.30427486646093,0.43066663,33.783930877012516
2017-05-27 09:00:00,1.019112388647947,8.325763529322515,-0.22083333,33.77930465222542
2017-05-27 10:00:00,1.0635289721177505,8.369171511045948,-0.22216667,33.76995656036665
2017-05-27 11:00:00,1.1093039039373063,8.37295320634857,0.9893334,33.76698741072885
2017-05-27 12:00:00,1.180263483399709,8.39461269067985,1.1523331,33.76231373544006
2017-05-27 13:00:00,1.2265490588022532,8.394689630287132,0.8120001,33.76289561681332
2017-05-27 14:00:00,1.1928416450887673,8.403176362216286,0.8076666,33.762239609517664
2017-05-27 15:00:00,1.1292328801769997,8.408567664213393,0.7028333,33.759852237205166
2017-05-27 16:00:00,1.0842471265146327,8.440868227890277,0.6321667,33.75210888217013
2017-05-27 17:00:00,1.119536474023782,8.480678292113922,0.6563333,33.74138076225335
2017-05-27 18:00:00,1.1711353645254148,8.504209138343157,0.99549997,33.73380697824912
2017-05-27 19:00:00,1.1967456835250536,8.543688945170643,0.2566667,33.730088711872355
2017-05-27 20:00:00,1.14714010172156,8.446519989656096,-0.87533325,33.754451417380594
2017-05-27 21:00:00,0.9670990126731585,8.309336037500188,-1.3583333,33.78183956155298
2017-05-27 22:00:00,0.873267898955209,8.311482577331148,-1.5266665,33.781083158197326
2017-05-27 23:00:00,0.8619728056978818,8.317061648691293,-1.465,33.77864276152354
2017-05-28 00:00:00,0.8493241925615527,8.16818473358606,-1.4288332,33.808200309239226
2017-05-28 01:00:00,0.8400584565869088,8.179493573543382,-0.5476666,33.807438260159614
2017-05-28 02:00:00,0.8128894048025044,8.20419578908701,0.5416667,33.794452557400604
2017-05-28 03:00:00,0.817816541881129,8.231916329084413,0.81733334,33.79885679514034
2017-05-28 04:00:00,0.785880597496701,8.264082651885147,-0.03983333,33.792592711814656
2017-05-28 05:00:00,0.7107195924618113,8.27865461030376,0.6726667,33.78915994041114
2017-05-28 06:00:00,0.7548317598052963,8.308913355191663,1.108,33.783091640170284
2017-05-28 07:00:00,0.7412524140825956,8.352835244805718,1.8368332,33.77320486383343
2017-05-28 08:00:00,0.7978359722047584,8.413551611016615,2.5816667,33.75765189663964
2017-05-28 09:00:00,0.8844557104827644,8.540278887691457,1.5563334,33.73496059661582
2017-05-28 10:00:00,1.0106103730200795,8.64702400814042,1.8516667,33.7158235899998
2017-05-28 11:00:00,1.0077488540323383,8.704451539138788,1.4701667,33.70591414774568
2017-05-28 12:00:00,1.1491051253730156,8.7152882976563,0.84983337,33.70350526868722
2017-05-28 13:00:00,1.053318339057332,8.672585262870697,1.325,33.71190133949404
2017-05-28 14:00:00,0.9785933274682737,8.632285860683382,1.7443333,33.71692644139786
2017-05-28 15:00:00,0.8594180562616212,8.600330310918991,2.1974998,33.72332281585308
2017-05-28 16:00:00,0.7703590107219737,8.588996706418257,2.335667,33.726295776797734
2017-05-28 17:00:00,0.8014658634449692,8.580921420561296,2.493,33.728977168765596
2017-05-28 18:00:00,0.7389973592662625,8.560607451865124,2.1096668,33.73266219259451
2017-05-28 19:00:00,0.7261891175206519,8.570764155075437,1.9606668,33.73058510431079
2017-05-28 20:00:00,0.6623035071309595,8.590023807599408,1.4780002,33.726044423845444
2017-05-28 21:00:00,0.6634283114181273,8.609976541222153,1.3065,33.72145545934482
2017-05-28 22:00:00,0.6332090679389641,8.617504787154687,0.66883343,33.72009558497275
2017-05-28 23:00:00,0.6120882909123797,8.620115417491704,-0.27616665,33.72004733772787
2017-05-29 00:00:00,0.6260655961547087,8.65427432624817,-0.9478333,33.71443695330913
2017-05-29 01:00:00,0.6487178549786914,8.672315913704793,-0.6856667,33.711463244902646
2017-05-29 02:00:00,0.6150879488542946,8.645342898448519,-0.7351666,33.71650852033045
2017-05-29 03:00:00,0.6101905236328494,8.611606025394366,-0.7155,33.72352260103514
2017-05-29 04:00:00,0.5683173885412761,8.60499667165422,-2.1881669,33.724959468436985
2017-05-29 05:00:00,0.6117512091010746,8.707396128166977,-2.6455,33.704941527905476
2017-05-29 06:00:00,0.8131433299799152,8.840412750622406,-2.0863333,33.6781480811279
2017-05-29 07:00:00,0.9268076390867563,8.942037958200459,-2.3818333,33.65776364226576
2017-05-29 08:00:00,0.8123387104400619,8.933473034968557,-3.2635,33.6617175549088
2017-05-29 09:00:00,0.7199120652564656,8.898668257140073,-3.542833,33.66601812753186
2017-05-29 10:00:00,0.9547736685573054,8.925792725014503,-4.571167,33.65993632992573
2017-05-29 11:00:00,1.0110324543052707,8.960897132369524,-4.917834,33.653321271167776
2017-05-29 12:00:00,0.8004778574511141,8.712346524943484,-4.8383336,33.705415313731095
2017-05-29 13:00:00,0.5685051848500795,8.495708062042866,-5.1611667,33.74894618779247
2017-05-29 14:00:00,0.5370095976385001,8.489121167385164,-5.4249997,33.74958358268712
2017-05-29 15:00:00,0.5635816394776685,8.484647570459302,-4.8445,33.74917860708043
2017-05-29 16:00:00,0.5651672082292063,8.458995096419528,-5.107,33.75567823923055
2017-05-29 17:00:00,0.5397201285050844,8.43174072834077,-4.2668333,33.76024062451972
2017-05-29 18:00:00,0.5225196792693062,8.411567050637345,-4.545,33.76143349365404
2017-05-29 19:00:00,0.5275620983308846,8.438285439050944,-3.7916667,33.756023423149756
2017-05-29 20:00:00,0.619058605196585,8.509618857985188,-3.1598334,33.74281411853159
2017-05-29 21:00:00,0.5730426294664125,8.47281963314353,-3.1951668,33.75208862856725
2017-05-29 22:00:00,0.4800109727289008,8.265820007384008,-3.633167,33.79340314089105
2017-05-29 23:00:00,0.4495615828944774,8.25572766054782,-3.6131666,33.79581148853663
2017-05-30 00:00:00,0.4629012973269964,8.27864149096959,-3.8841667,33.791187202247265
2017-05-30 01:00:00,0.46432227153080663,8.323520218597864,-3.8633335,33.78221638067163
2017-05-30 02:00:00,0.4893380809390824,8.331377849168405,-3.955333,33.7808462544785
2017-05-30 03:00:00,0.4957635534986138,8.335357410666802,-2.4883335,33.780485001703724
2017-05-30 04:00:00,0.47490579298462293,8.353758263218126,-3.0491667,33.776343642680615
2017-05-30 05:00:00,0.44535310307209275,8.375371031219828,-1.9810001,33.77129536107602
2017-05-30 06:00:00,0.4840174200967959,8.394926287046076,-2.1873333,33.76661461190694
2017-05-30 07:00:00,0.6435508273285537,8.4583756852022,-2.4658332,33.75289379412203
2017-05-30 08:00:00,0.7649924653979552,8.564834542225455,-1.8518333,33.73248184076846
2017-05-30 09:00:00,0.7254798666320141,8.660945129837728,-1.9083332,33.71250006492852
2017-05-30 10:00:00,0.8312112858142752,8.76728059828288,-2.1858332,33.69160937397949
2017-05-30 11:00:00,0.8018349641787605,8.719395249154317,-2.3566666,33.7012014556954
2017-05-30 12:00:00,0.8704799725369561,8.723997840863774,-1.5611668,33.70035043796846
2017-05-30 13:00:00,0.7922794752045811,8.729775006738791,-1.4106667,33.698964913901484
2017-05-30 14:00:00,0.7864180384074488,8.717951777610509,-0.31483334,33.7013394101927
2017-05-30 15:00:00,0.8753479695894648,8.696158475868515,-0.9216667,33.705762867426245
2017-05-30 16:00:00,0.9143887735460006,8.656317178406994,-1.7705001,33.7136291016774
2017-05-30 17:00:00,0.9473979100944735,8.663697464311142,-0.74966675,33.71206871383208
2017-05-30 18:00:00,0.8879307205942479,8.676784391434836,0.7426666,33.70889056539564
2017-05-30 19:00:00,0.9038724796304172,8.671222574834118,3.1026666,33.70978139594487
2017-05-30 20:00:00,0.8822415551244309,8.677307628874743,2.0165,33.70873302995254
2017-05-30 21:00:00,0.876155035543553,8.66280113609325,2.6261666,33.710957566903204
2017-05-30 22:00:00,0.8391026017583739,8.630875081458285,1.2013334,33.71832400292828
2017-05-30 23:00:00,0.8340247648373087,8.582501869559039,0.376,33.727973245942735
2017-05-31 00:00:00,0.82150883076953,8.609629911070357,-0.3705,33.72240044004239
2017-05-31 01:00:00,0.8772874868896187,8.67436458285782,-0.2936667,33.710058288989345
2017-05-31 02:00:00,0.9988080145308121,8.703134419173011,-0.18066667,33.704475489971784
2017-05-31 03:00:00,1.018314595958334,8.678546822545215,-1.0613333,33.71043958624762
2017-05-31 04:00:00,0.9861457051068168,8.647559134518303,-0.9716667,33.7162340762723
2017-05-31 05:00:00,0.9589296230683532,8.620955501537779,-0.8688334,33.72123330344021
2017-05-31 06:00:00,0.8696528139786254,8.58376568607089,-1.1338333,33.728329260355906
2017-05-31 07:00:00,0.7699999966577266,8.569056625784157,0.011999999,33.73150657362054
2017-05-31 08:00:00,0.7987862517037463,8.62590080464868,1.0915,33.71801535745333
2017-05-31 09:00:00,0.9973373861028261,8.72862022992426,2.141,33.69421985662264
2017-05-31 10:00:00,1.087032214488537,8.793158676747566,2.227,33.6818550970333
2017-05-31 11:00:00,1.0358535494137333,8.677410364376925,2.2836668,33.70397387487659
2017-05-31 12:00:00,0.8408654602000412,8.664699003173439,3.4098332,33.70521509759298
2017-05-31 13:00:00,0.842473961912492,8.670987241345202,4.5659995,33.70380501833634
2017-05-31 14:00:00,0.9822552506510575,8.717294950625146,5.213834,33.696345493982435
2017-05-31 15:00:00,0.961677412790855,8.730617372373928,4.6108336,33.69466626547468
2017-05-31 16:00:00,1.0424309925364927,8.745288164274612,4.204833,33.6890096145506
2017-05-31 17:00:00,0.7545354569440035,8.734791628601855,5.024333,33.6899092031035
